
 Document Pair(0,0) 	 Similarity Score: 104.16570536933631
 Document Pair(57,47) 	 Similarity Score: 138.92190129982208

 Document Pair(57,48) 	 Similarity Score: 138.92190129982208

 Document Pair(57,49) 	 Similarity Score: 45.86714549152568

 Document Pair(57,50) 	 Similarity Score: 138.92190129982208

 Document Pair(57,51) 	 Similarity Score: 138.92190129982208

 Document Pair(57,52) 	 Similarity Score: 45.86714549152568

 Document Pair(57,53) 	 Similarity Score: 28.0965799306938

 Document Pair(57,54) 	 Similarity Score: 43.27206955347034

 Document Pair(57,55) 	 Similarity Score: 41.55424129728492

 Document Pair(57,56) 	 Similarity Score: 33.55494774156366

 Document Pair(57,57) 	 Similarity Score: 138.92190129982208

 Document Pair(57,58) 	 Similarity Score: 138.92190129982208

 Document Pair(57,59) 	 Similarity Score: 138.92190129982208

 Document Pair(57,60) 	 Similarity Score: 26.804061349352505

 Document Pair(57,61) 	 Similarity Score: 45.86714549152568

 Document Pair(57,62) 	 Similarity Score: 45.86714549152568

 Document Pair(57,63) 	 Similarity Score: 45.86714549152568

 Document Pair(57,64) 	 Similarity Score: 138.92190129982208

 Document Pair(57,65) 	 Similarity Score: 42.153542900054305

 Document Pair(57,66) 	 Similarity Score: 51.10756586717151

 Document Pair(57,67) 	 Similarity Score: 138.92190129982208

 Document Pair(57,68) 	 Similarity Score: 138.92190129982208

 Document Pair(57,69) 	 Similarity Score: 45.86714549152568

 Document Pair(57,70) 	 Similarity Score: 138.92190129982208

 Document Pair(57,71) 	 Similarity Score: 138.92190129982208

 Document Pair(57,72) 	 Similarity Score: 45.86714549152568

 Document Pair(57,73) 	 Similarity Score: 22.858904592702636

 Document Pair(57,74) 	 Similarity Score: 43.27206955347034

 Document Pair(57,75) 	 Similarity Score: 43.27206955347034

 Document Pair(57,76) 	 Similarity Score: 43.27206955347034

 Document Pair(57,77) 	 Similarity Score: 26.804061349352505

 Document Pair(57,78) 	 Similarity Score: 43.27206955347034

 Document Pair(57,79) 	 Similarity Score: 45.86714549152568

 Document Pair(57,80) 	 Similarity Score: 43.27206955347034

 Document Pair(57,81) 	 Similarity Score: 28.409806770854196

 Document Pair(57,82) 	 Similarity Score: 45.86714549152568

 Document Pair(57,83) 	 Similarity Score: 138.92190129982208

 Document Pair(57,84) 	 Similarity Score: 45.86714549152568

 Document Pair(57,85) 	 Similarity Score: 45.86714549152568

 Document Pair(57,86) 	 Similarity Score: 45.86714549152568

 Document Pair(57,87) 	 Similarity Score: 138.92190129982208

 Document Pair(57,88) 	 Similarity Score: 45.86714549152568

 Document Pair(57,89) 	 Similarity Score: 138.92190129982208

 Document Pair(57,90) 	 Similarity Score: 42.153542900054305

 Document Pair(57,91) 	 Similarity Score: 138.92190129982208

 Document Pair(57,92) 	 Similarity Score: 43.27206955347034

 Document Pair(57,93) 	 Similarity Score: 26.811533811265715

 Document Pair(57,94) 	 Similarity Score: 43.27206955347034

 Document Pair(57,95) 	 Similarity Score: 43.27206955347034

 Document Pair(57,96) 	 Similarity Score: 42.153542900054305

 Document Pair(57,97) 	 Similarity Score: 53.31575682876463

 Document Pair(57,98) 	 Similarity Score: 45.86714549152568

 Document Pair(57,99) 	 Similarity Score: 43.27206955347034

 Document Pair(57,100) 	 Similarity Score: 26.808112963397658

 Document Pair(58,0) 	 Similarity Score: 29.957321249286462

 Document Pair(58,1) 	 Similarity Score: 138.92190129982208

 Document Pair(58,2) 	 Similarity Score: 45.86714549152568

 Document Pair(58,3) 	 Similarity Score: 43.27206955347034

 Document Pair(58,4) 	 Similarity Score: 46.70413111920848

 Document Pair(58,5) 	 Similarity Score: 45.86714549152568

 Document Pair(58,6) 	 Similarity Score: 45.86714549152568

 Document Pair(58,7) 	 Similarity Score: 138.92190129982208

 Document Pair(58,8) 	 Similarity Score: 37.72787143190125

 Document Pair(58,9) 	 Similarity Score: 138.92190129982208

 Document Pair(58,10) 	 Similarity Score: 45.86714549152568

 Document Pair(58,11) 	 Similarity Score: 28.0965799306938

 Document Pair(58,12) 	 Similarity Score: 138.92190129982208

 Document Pair(58,13) 	 Similarity Score: 138.92190129982208

 Document Pair(58,14) 	 Similarity Score: 138.92190129982208

 Document Pair(58,15) 	 Similarity Score: 40.96557719944599

 Document Pair(58,16) 	 Similarity Score: 45.86714549152568

 Document Pair(58,17) 	 Similarity Score: 45.86714549152568

 Document Pair(58,18) 	 Similarity Score: 138.92190129982208

 Document Pair(58,19) 	 Similarity Score: 40.93143062330585

 Document Pair(58,20) 	 Similarity Score: 45.86714549152568

 Document Pair(58,21) 	 Similarity Score: 40.58155927171812

 Document Pair(58,22) 	 Similarity Score: 40.96557719944599

 Document Pair(58,23) 	 Similarity Score: 40.38873605350878

 Document Pair(58,24) 	 Similarity Score: 37.72787143190125

 Document Pair(58,25) 	 Similarity Score: 138.92190129982208

 Document Pair(58,26) 	 Similarity Score: 138.92190129982208

 Document Pair(58,27) 	 Similarity Score: 138.92190129982208

 Document Pair(58,28) 	 Similarity Score: 138.92190129982208

 Document Pair(58,29) 	 Similarity Score: 138.92190129982208

 Document Pair(58,30) 	 Similarity Score: 45.86714549152568

 Document Pair(58,31) 	 Similarity Score: 45.86714549152568

 Document Pair(58,32) 	 Similarity Score: 45.86714549152568

 Document Pair(58,33) 	 Similarity Score: 138.92190129982208

 Document Pair(58,34) 	 Similarity Score: 26.811533811265715

 Document Pair(58,35) 	 Similarity Score: 52.02038957289869

 Document Pair(58,36) 	 Similarity Score: 45.86714549152568

 Document Pair(58,37) 	 Similarity Score: 22.858904592702636

 Document Pair(58,38) 	 Similarity Score: 36.90303450404185

 Document Pair(58,39) 	 Similarity Score: 45.80660672290758

 Document Pair(58,40) 	 Similarity Score: 42.153542900054305

 Document Pair(58,41) 	 Similarity Score: 40.96557719944599

 Document Pair(58,42) 	 Similarity Score: 26.8055013698448

 Document Pair(58,43) 	 Similarity Score: 26.804828533831106

 Document Pair(58,44) 	 Similarity Score: 28.083430226718786

 Document Pair(58,45) 	 Similarity Score: 45.86714549152568

 Document Pair(58,46) 	 Similarity Score: 34.90281353369618

 Document Pair(58,47) 	 Similarity Score: 138.92190129982208

 Document Pair(58,48) 	 Similarity Score: 138.92190129982208

 Document Pair(58,49) 	 Similarity Score: 45.86714549152568

 Document Pair(58,50) 	 Similarity Score: 138.92190129982208

 Document Pair(58,51) 	 Similarity Score: 138.92190129982208

 Document Pair(58,52) 	 Similarity Score: 45.86714549152568

 Document Pair(58,53) 	 Similarity Score: 28.0965799306938

 Document Pair(58,54) 	 Similarity Score: 43.27206955347034

 Document Pair(58,55) 	 Similarity Score: 41.55424129728492

 Document Pair(58,56) 	 Similarity Score: 33.55494774156366

 Document Pair(58,57) 	 Similarity Score: 138.92190129982208

 Document Pair(58,58) 	 Similarity Score: 138.92190129982208

 Document Pair(58,59) 	 Similarity Score: 138.92190129982208

 Document Pair(58,60) 	 Similarity Score: 26.804061349352505

 Document Pair(58,61) 	 Similarity Score: 45.86714549152568

 Document Pair(58,62) 	 Similarity Score: 45.86714549152568

 Document Pair(58,63) 	 Similarity Score: 45.86714549152568

 Document Pair(58,64) 	 Similarity Score: 138.92190129982208

 Document Pair(58,65) 	 Similarity Score: 42.153542900054305

 Document Pair(58,66) 	 Similarity Score: 51.10756586717151

 Document Pair(58,67) 	 Similarity Score: 138.92190129982208

 Document Pair(58,68) 	 Similarity Score: 138.92190129982208

 Document Pair(58,69) 	 Similarity Score: 45.86714549152568

 Document Pair(58,70) 	 Similarity Score: 138.92190129982208

 Document Pair(58,71) 	 Similarity Score: 138.92190129982208

 Document Pair(58,72) 	 Similarity Score: 45.86714549152568

 Document Pair(58,73) 	 Similarity Score: 22.858904592702636

 Document Pair(58,74) 	 Similarity Score: 43.27206955347034

 Document Pair(58,75) 	 Similarity Score: 43.27206955347034

 Document Pair(58,76) 	 Similarity Score: 43.27206955347034

 Document Pair(58,77) 	 Similarity Score: 26.804061349352505

 Document Pair(58,78) 	 Similarity Score: 43.27206955347034

 Document Pair(58,79) 	 Similarity Score: 45.86714549152568

 Document Pair(58,80) 	 Similarity Score: 43.27206955347034

 Document Pair(58,81) 	 Similarity Score: 28.409806770854196

 Document Pair(58,82) 	 Similarity Score: 45.86714549152568

 Document Pair(58,83) 	 Similarity Score: 138.92190129982208

 Document Pair(58,84) 	 Similarity Score: 45.86714549152568

 Document Pair(58,85) 	 Similarity Score: 45.86714549152568

 Document Pair(58,86) 	 Similarity Score: 45.86714549152568

 Document Pair(58,87) 	 Similarity Score: 138.92190129982208

 Document Pair(58,88) 	 Similarity Score: 45.86714549152568

 Document Pair(58,89) 	 Similarity Score: 138.92190129982208

 Document Pair(58,90) 	 Similarity Score: 42.153542900054305

 Document Pair(58,91) 	 Similarity Score: 138.92190129982208

 Document Pair(58,92) 	 Similarity Score: 43.27206955347034

 Document Pair(58,93) 	 Similarity Score: 26.811533811265715

 Document Pair(58,94) 	 Similarity Score: 43.27206955347034

 Document Pair(58,95) 	 Similarity Score: 43.27206955347034

 Document Pair(58,96) 	 Similarity Score: 42.153542900054305

 Document Pair(58,97) 	 Similarity Score: 53.31575682876463

 Document Pair(58,98) 	 Similarity Score: 45.86714549152568

 Document Pair(58,99) 	 Similarity Score: 43.27206955347034

 Document Pair(58,100) 	 Similarity Score: 26.808112963397658

 Document Pair(59,0) 	 Similarity Score: 29.957321249286462

 Document Pair(59,1) 	 Similarity Score: 138.92190129982208

 Document Pair(59,2) 	 Similarity Score: 45.86714549152568

 Document Pair(59,3) 	 Similarity Score: 43.27206955347034

 Document Pair(59,4) 	 Similarity Score: 46.70413111920848

 Document Pair(59,5) 	 Similarity Score: 45.86714549152568

 Document Pair(59,6) 	 Similarity Score: 45.86714549152568

 Document Pair(59,7) 	 Similarity Score: 138.92190129982208

 Document Pair(59,8) 	 Similarity Score: 37.72787143190125

 Document Pair(59,9) 	 Similarity Score: 138.92190129982208

 Document Pair(59,10) 	 Similarity Score: 45.86714549152568

 Document Pair(59,11) 	 Similarity Score: 28.0965799306938

 Document Pair(59,12) 	 Similarity Score: 138.92190129982208

 Document Pair(59,13) 	 Similarity Score: 138.92190129982208

 Document Pair(59,14) 	 Similarity Score: 138.92190129982208

 Document Pair(59,15) 	 Similarity Score: 40.96557719944599

 Document Pair(59,16) 	 Similarity Score: 45.86714549152568

 Document Pair(59,17) 	 Similarity Score: 45.86714549152568

 Document Pair(59,18) 	 Similarity Score: 138.92190129982208

 Document Pair(59,19) 	 Similarity Score: 40.93143062330585

 Document Pair(59,20) 	 Similarity Score: 45.86714549152568

 Document Pair(59,21) 	 Similarity Score: 40.58155927171812

 Document Pair(59,22) 	 Similarity Score: 40.96557719944599

 Document Pair(59,23) 	 Similarity Score: 40.38873605350878

 Document Pair(59,24) 	 Similarity Score: 37.72787143190125

 Document Pair(59,25) 	 Similarity Score: 138.92190129982208

 Document Pair(59,26) 	 Similarity Score: 138.92190129982208

 Document Pair(59,27) 	 Similarity Score: 138.92190129982208

 Document Pair(59,28) 	 Similarity Score: 138.92190129982208

 Document Pair(59,29) 	 Similarity Score: 138.92190129982208

 Document Pair(59,30) 	 Similarity Score: 45.86714549152568

 Document Pair(59,31) 	 Similarity Score: 45.86714549152568

 Document Pair(59,32) 	 Similarity Score: 45.86714549152568

 Document Pair(59,33) 	 Similarity Score: 138.92190129982208

 Document Pair(59,34) 	 Similarity Score: 26.811533811265715

 Document Pair(59,35) 	 Similarity Score: 52.02038957289869

 Document Pair(59,36) 	 Similarity Score: 45.86714549152568

 Document Pair(59,37) 	 Similarity Score: 22.858904592702636

 Document Pair(59,38) 	 Similarity Score: 36.90303450404185

 Document Pair(59,39) 	 Similarity Score: 45.80660672290758

 Document Pair(59,40) 	 Similarity Score: 42.153542900054305

 Document Pair(59,41) 	 Similarity Score: 40.96557719944599

 Document Pair(59,42) 	 Similarity Score: 26.8055013698448

 Document Pair(59,43) 	 Similarity Score: 26.804828533831106

 Document Pair(59,44) 	 Similarity Score: 28.083430226718786

 Document Pair(59,45) 	 Similarity Score: 45.86714549152568

 Document Pair(59,46) 	 Similarity Score: 34.90281353369618

 Document Pair(59,47) 	 Similarity Score: 138.92190129982208

 Document Pair(59,48) 	 Similarity Score: 138.92190129982208

 Document Pair(59,49) 	 Similarity Score: 45.86714549152568

 Document Pair(59,50) 	 Similarity Score: 138.92190129982208

 Document Pair(59,51) 	 Similarity Score: 138.92190129982208

 Document Pair(59,52) 	 Similarity Score: 45.86714549152568

 Document Pair(59,53) 	 Similarity Score: 28.0965799306938

 Document Pair(59,54) 	 Similarity Score: 43.27206955347034

 Document Pair(59,55) 	 Similarity Score: 41.55424129728492

 Document Pair(59,56) 	 Similarity Score: 33.55494774156366

 Document Pair(59,57) 	 Similarity Score: 138.92190129982208

 Document Pair(59,58) 	 Similarity Score: 138.92190129982208

 Document Pair(59,59) 	 Similarity Score: 138.92190129982208

 Document Pair(59,60) 	 Similarity Score: 26.804061349352505

 Document Pair(59,61) 	 Similarity Score: 45.86714549152568

 Document Pair(59,62) 	 Similarity Score: 45.86714549152568

 Document Pair(59,63) 	 Similarity Score: 45.86714549152568

 Document Pair(59,64) 	 Similarity Score: 138.92190129982208

 Document Pair(59,65) 	 Similarity Score: 42.153542900054305

 Document Pair(59,66) 	 Similarity Score: 51.10756586717151

 Document Pair(59,67) 	 Similarity Score: 138.92190129982208

 Document Pair(59,68) 	 Similarity Score: 138.92190129982208

 Document Pair(59,69) 	 Similarity Score: 45.86714549152568

 Document Pair(59,70) 	 Similarity Score: 138.92190129982208

 Document Pair(59,71) 	 Similarity Score: 138.92190129982208

 Document Pair(59,72) 	 Similarity Score: 45.86714549152568

 Document Pair(59,73) 	 Similarity Score: 22.858904592702636

 Document Pair(59,74) 	 Similarity Score: 43.27206955347034

 Document Pair(59,75) 	 Similarity Score: 43.27206955347034

 Document Pair(59,76) 	 Similarity Score: 43.27206955347034

 Document Pair(59,77) 	 Similarity Score: 26.804061349352505

 Document Pair(59,78) 	 Similarity Score: 43.27206955347034

 Document Pair(59,79) 	 Similarity Score: 45.86714549152568

 Document Pair(59,80) 	 Similarity Score: 43.27206955347034

 Document Pair(59,81) 	 Similarity Score: 28.409806770854196

 Document Pair(59,82) 	 Similarity Score: 45.86714549152568

 Document Pair(59,83) 	 Similarity Score: 138.92190129982208

 Document Pair(59,84) 	 Similarity Score: 45.86714549152568

 Document Pair(59,85) 	 Similarity Score: 45.86714549152568

 Document Pair(59,86) 	 Similarity Score: 45.86714549152568

 Document Pair(59,87) 	 Similarity Score: 138.92190129982208

 Document Pair(59,88) 	 Similarity Score: 45.86714549152568

 Document Pair(59,89) 	 Similarity Score: 138.92190129982208

 Document Pair(59,90) 	 Similarity Score: 42.153542900054305

 Document Pair(59,91) 	 Similarity Score: 138.92190129982208

 Document Pair(59,92) 	 Similarity Score: 43.27206955347034

 Document Pair(59,93) 	 Similarity Score: 26.811533811265715

 Document Pair(59,94) 	 Similarity Score: 43.27206955347034

 Document Pair(59,95) 	 Similarity Score: 43.27206955347034

 Document Pair(59,96) 	 Similarity Score: 42.153542900054305

 Document Pair(59,97) 	 Similarity Score: 53.31575682876463

 Document Pair(59,98) 	 Similarity Score: 45.86714549152568

 Document Pair(59,99) 	 Similarity Score: 43.27206955347034

 Document Pair(59,100) 	 Similarity Score: 26.808112963397658

 Document Pair(60,0) 	 Similarity Score: 25.04732882104489

 Document Pair(60,1) 	 Similarity Score: 20.39679973211878

 Document Pair(60,2) 	 Similarity Score: 19.03632024327058

 Document Pair(60,3) 	 Similarity Score: 19.036015259760127

 Document Pair(60,4) 	 Similarity Score: 23.165240518812126

 Document Pair(60,5) 	 Similarity Score: 19.03632024327058

 Document Pair(60,6) 	 Similarity Score: 19.03632024327058

 Document Pair(60,7) 	 Similarity Score: 20.39679973211878

 Document Pair(60,8) 	 Similarity Score: 28.578810514995485

 Document Pair(60,9) 	 Similarity Score: 20.39679973211878

 Document Pair(60,10) 	 Similarity Score: 19.03632024327058

 Document Pair(60,11) 	 Similarity Score: 23.407648217690983

 Document Pair(60,12) 	 Similarity Score: 20.39679973211878

 Document Pair(60,13) 	 Similarity Score: 20.39679973211878

 Document Pair(60,14) 	 Similarity Score: 20.39679973211878

 Document Pair(60,15) 	 Similarity Score: 19.03574419172522

 Document Pair(60,16) 	 Similarity Score: 19.03632024327058

 Document Pair(60,17) 	 Similarity Score: 19.03632024327058

 Document Pair(60,18) 	 Similarity Score: 20.39679973211878

 Document Pair(60,19) 	 Similarity Score: 31.417917054170335

 Document Pair(60,20) 	 Similarity Score: 19.03632024327058

 Document Pair(60,21) 	 Similarity Score: 39.26785306151925

 Document Pair(60,22) 	 Similarity Score: 19.03574419172522

 Document Pair(60,23) 	 Similarity Score: 23.205873543801136

 Document Pair(60,24) 	 Similarity Score: 28.578810514995485

 Document Pair(60,25) 	 Similarity Score: 20.39679973211878

 Document Pair(60,26) 	 Similarity Score: 20.39679973211878
